Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage
2024-03-10,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,22.89761307150617,2450.57930754869,1229.5661034203802,6.420262480492253,Moderate,166.63560165312433,126959.53245063649,891748.2592050214,68.57626567581212,0.4809813125812029,1.0423444752426878,7,98.87723206500661
2024-03-17,Fish Carrier,Short-haul,Diesel,Fair,19.419071552067702,709.2839931663912,524.8495811117816,7.788782500287694,Calm,1501.248041092048,311525.59705246735,700534.0614604736,31.819395902515065,0.9557161015324345,1.4714393223623028,1,55.57671220543142
2024-03-24,Tanker,None,Steam Turbine,Critical,19.089415763654106,1095.2398365567387,1801.174941419045,14.0867307221559,None,858.1013194751816,70720.33393137551,382123.58513183036,66.85377402493359,0.77620756556292,0.7934012693911392,3,85.8786744086359
2024-03-31,Bulk Carrier,Short-haul,Diesel,Critical,21.617311059170838,2065.651623283483,1940.0107153660333,9.754800101390284,Rough,542.5147474980067,278975.1088938729,478765.10008244583,65.65074372983838,0.23995482171102947,0.6918095424966398,1,78.843438720819
2024-04-07,Container Ship,Transoceanic,Diesel,Good,16.010102651309822,2523.3901794222284,491.25992203268686,13.89045565029932,Rough,1992.2987448201511,492122.2406321598,884546.0509469566,60.45797688224648,0.8323251379262009,1.4351039129132772,4,96.16116598517448
2024-04-14,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),None,22.366350734849433,2814.363627101581,961.8204083115896,5.728425621663042,Calm,105.61721241769206,400472.4205473725,183054.93596852207,28.293241641538977,1.2339394043243523,0.9573109512294534,6,78.74449853732334
2024-04-21,Bulk Carrier,Transoceanic,Diesel,Critical,12.794516281245894,655.5854160566158,993.388381050516,5.985634445703677,Moderate,208.42599133241958,441678.9643216334,449403.74391509354,65.42804403418876,1.123999930728779,1.2279629601132362,4,98.37501303849577
2024-04-28,Bulk Carrier,Short-haul,Steam Turbine,Good,19.8368383660978,1630.234356492313,343.49012819542287,14.92160147287941,Moderate,820.7754313190356,215873.54770714545,290499.5966642238,13.700478484751073,1.252541685404458,0.8576183302481588,9,88.38355632147423
2024-05-05,Tanker,Short-haul,Steam Turbine,Good,22.634369840776593,2212.7051510865867,732.294019581178,6.111994007894344,Moderate,1740.3892227805027,253120.42909758707,188031.60935263132,71.93544219020802,0.8708181650013952,0.7288844051439362,4,99.74353433540153
2024-05-12,Bulk Carrier,Coastal,Steam Turbine,Fair,12.285045197793831,1398.208392657901,317.9834225784308,5.450862376740449,Rough,155.8509197209983,145272.3986029577,520331.3417223507,47.48908068821058,0.41867720614966264,0.7498747005473518,4,61.15953557667905
2024-05-19,Bulk Carrier,Long-haul,Steam Turbine,Good,22.805706393896834,1238.720947857131,1635.0656045202695,5.789772445205992,Calm,351.70209832617394,390326.4966270995,886689.1667300587,37.93627311406619,1.48169347390159,1.051969438011913,9,54.926115619781235
2024-05-26,Tanker,Transoceanic,None,Fair,24.143460442644358,543.3801674245008,1311.1180215461518,5.315510462325937,Calm,1488.9018082248197,131593.852927513,999805.8479275001,34.0158250388927,0.5065105906492506,1.1320528960856333,4,60.440270194378684
2024-06-02,Container Ship,Coastal,Steam Turbine,Good,20.304865589125072,1763.0069130238526,1794.3391197912501,7.291651081001536,Calm,791.6908955425956,132032.42320286285,676262.648245002,35.7396343803628,1.1268207787302496,0.8378922794538017,7,75.89173892863428
2024-06-09,Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,13.622021384557366,1796.7441655277348,948.2401961078132,6.335935842471926,Rough,1091.4532867334128,59734.953433009425,435887.68470074283,53.021884187998886,0.9084490874217046,0.9866546795123686,6,75.89203514044692
2024-06-16,Fish Carrier,Short-haul,Diesel,Fair,14.861323664408058,709.3117382798814,1598.036965561994,6.734772036698127,Moderate,540.2513224560494,141425.49983130553,807517.0860367831,58.032128673865344,0.565860643498876,1.3506550450933636,8,74.16804420299388
2024-06-23,Bulk Carrier,Short-haul,Diesel,Fair,23.090767942374427,907.9932403255551,329.76633644047195,5.830493460464794,Calm,1242.5905316920268,477292.64420004154,664940.1538508545,54.517913385427015,0.11174686139564233,1.1415430801137947,7,52.296443872467705
2024-06-30,Bulk Carrier,Coastal,Diesel,Critical,16.881098558364002,2386.472511435783,281.7302311862889,13.55943427707333,Moderate,366.83419370438213,421598.70185264404,812525.1088385165,37.33504047215909,1.1564094180073532,1.0692660854358453,9,60.40725065400047
2023-06-04,Fish Carrier,Transoceanic,Steam Turbine,Good,22.976153086719535,2607.6572120051123,185.5822183086269,14.424414368372208,Moderate,84.22638331964512,314472.3287195554,813657.002379018,58.59998615401543,0.7059234001184281,0.71091478261309,5,85.97582105842528
2023-06-11,Fish Carrier,Transoceanic,Diesel,Good,12.627770382724258,2310.3486768186617,714.5284147135812,14.771733903319761,Moderate,323.8434230651452,70781.89666710667,416678.57336886344,41.18334875448186,0.6029091283438426,0.8336730550980134,6,82.5169134603304
2023-06-18,Container Ship,Transoceanic,Steam Turbine,Critical,16.206117896637338,1694.9922066243923,1126.3954654535696,6.09126195440615,Calm,1104.2089079974455,42536.2096798976,901048.7090183262,12.68627848361711,0.8326669349274286,0.5999584063391921,1,57.369825061645976
2023-06-25,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,21.720764117435323,1087.7230731247219,1504.2612279541345,9.384914884165607,Moderate,579.59935283306,325352.1572928887,581986.8867761097,34.62721135570855,0.808952920623692,0.7741473777757449,6,96.7826551470844
2023-07-02,None,Short-haul,Steam Turbine,Fair,22.23474504520048,1410.1986992761765,1163.5762957356983,9.555535153001317,Rough,94.72616341429617,256534.740657498,454223.30149769486,49.87513781611889,1.243155149988592,0.8622990286457334,9,80.20914434603084
2023-07-09,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,14.233242863189652,2871.340278620325,1864.2006827515038,9.864785315803427,Rough,1903.3162809570083,390041.2377104892,636618.7296103676,13.107210333635127,0.5967809605265433,1.0709985992033924,4,71.69509886204665
2023-07-16,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,13.033223650277817,1880.7677372920741,1782.560482786421,11.971982631358529,Moderate,641.9897553753472,62561.43176462139,181768.17750350575,23.783917439097415,1.315580862468704,0.9269361620431477,1,56.076578838135234
2023-07-23,Container Ship,Coastal,Steam Turbine,Fair,13.626297314052406,2171.913058121837,1884.7845770502424,8.037292711452373,Moderate,1022.9926050764801,150803.17749872396,400380.4691638268,18.602557063346776,0.27059728658648796,0.5060023694223946,6,50.9252166006388
2023-07-30,Fish Carrier,Long-haul,Steam Turbine,Good,24.11177505190057,2085.079555192812,1534.4597905630337,14.296863828594203,Calm,1164.1045891292965,227391.7424275743,418596.2424455504,61.782378487923594,0.9491279188543661,0.7518773845393915,6,79.37185036582353
2023-08-06,Container Ship,Coastal,Diesel,Fair,18.79723204322154,2522.087160868248,1396.1669797280852,9.850448935002984,Rough,236.66647445370285,170901.0012795492,429385.2873620698,42.526320018458996,0.6684052261159563,1.007638538070721,1,68.53854455032652
2023-08-13,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,10.330863839193821,762.0544842316474,738.3471238101585,11.900299894742142,Moderate,87.83179237762147,362368.2613241501,378330.21026795235,25.79323202816803,1.1792791012628716,0.7085111143400334,6,98.30640348811679
2023-08-20,Bulk Carrier,Coastal,Diesel,Critical,15.534570334578431,2489.8838382742324,1553.6364902099174,8.770965278987156,Moderate,842.369994729634,407620.9588975847,864534.0455912978,33.30665331858125,0.465448780553699,1.0964550023554827,1,93.07422294012925
2023-08-27,Bulk Carrier,Long-haul,Diesel,Good,15.190056855245334,1765.8055560621215,603.3969431384868,5.120039518450225,Moderate,287.666029092107,107624.6506494904,587512.0806375332,12.617302224919555,0.599800167365831,1.0874531925293702,6,85.5538396308348
2023-09-03,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,24.608382165882887,1528.2264223046259,248.13983649517994,14.645511374178335,Calm,1389.4765206136642,279592.0184799551,349190.1412887692,67.54185971376666,0.6957991922183627,1.2958036228451029,7,73.72706165166032
2023-09-10,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,15.378922383758178,1144.1659752923917,1648.5306462667793,6.649504139225003,Rough,642.6862381662069,361888.99250095483,275275.7889980223,47.85612398096887,0.8065649660426751,1.3628062359939923,2,73.00492508060839
2023-09-17,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,10.860553477263633,678.1801644537279,1367.9920815844314,9.040671223022237,Calm,1663.627143238141,224166.4832360188,568594.2905442032,26.772326791157788,0.3086908595946186,1.195838495786619,3,97.97614644658333
2023-09-24,Bulk Carrier,Transoceanic,Steam Turbine,Critical,15.815963651376567,1131.9953920322887,1588.179276369645,14.723086135145776,Calm,949.752649510781,49758.20840138347,643770.940461029,63.06716612655209,0.26972570440038224,1.3692516596091437,8,68.43972213022556
2023-10-01,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,22.949939628441168,2568.998563163497,582.166633148967,13.400490410810802,None,501.49119266975805,93327.17687407711,652250.1870120126,50.69766736687308,0.18998051035413457,0.861326984140642,3,81.62531926929566
2023-10-08,Container Ship,Long-haul,Steam Turbine,Fair,24.074835638918927,2397.891603164394,941.271947536091,11.67904924642426,Calm,1072.6534180745862,173623.449374093,774411.2631314773,50.161964669074024,0.2396707303610253,1.3243218515357462,3,71.71690750639746
2023-10-15,Fish Carrier,Long-haul,Steam Turbine,Fair,21.945812574665958,759.2486537525108,763.1567663016623,6.387618231212331,Calm,505.93779750617455,206866.23871038278,212386.3153602207,52.83693725451989,0.63670497826732,1.0658389259041834,3,85.01899700208241
2023-10-22,Tanker,Long-haul,Diesel,Critical,21.455260084084962,2290.7193807553613,489.5708571785907,8.974810171779097,Rough,1263.5666579029112,255586.3895261349,58692.721456314175,58.13940595131379,0.10021133281711599,0.9030784906344548,7,70.82865638965099
2023-10-29,Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,18.422572427730994,1904.8953482073653,554.3695550737426,9.78525454879795,None,1540.228201075721,194093.86786823443,544245.3163777746,55.93275894207765,0.9818028192996995,1.0176147746131343,8,95.60400141468041
2023-11-05,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Good,20.566539322473886,2351.5550537939516,113.85873396023416,13.064044892203171,Rough,56.768253818001725,340885.04601048015,914773.6274118557,60.592897343072956,0.7348364287633652,0.591437898331682,9,82.62519487811339
2023-11-12,Bulk Carrier,Short-haul,Diesel,None,22.522258535783493,1285.5118566869598,1617.0603902983325,6.496371146793997,Moderate,807.4781040500297,310158.8691887318,580710.066285623,30.64954813116523,0.3871452897041875,1.3722384463264343,7,66.82371245087965
2023-11-19,Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,23.660382895894138,2539.650339941837,1989.845754515894,7.177800598173862,Moderate,717.7298639893592,406215.222160617,818075.869741154,22.9755845013565,0.72267985145727,1.1154573862803845,6,53.03947781036467
2023-11-26,Tanker,Coastal,Steam Turbine,Critical,24.757912875175258,2798.159949066523,1677.169305556675,13.943579885296057,Calm,327.6888906139189,112084.16633277002,478315.993273533,41.0634605899121,1.1289888986975913,0.8604490616475308,7,85.14536362649945
2023-12-03,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,21.163163070545494,2204.8809496472877,1283.735588550136,11.913643326052355,Moderate,941.0064341461516,48020.96711725576,662292.6934896637,48.57155240234911,1.361710732063338,1.076710031226399,4,66.21775238227227
2023-12-10,Bulk Carrier,Coastal,None,Critical,22.355128936517186,2126.2190960367006,1496.5676078769852,5.932365015428412,Rough,942.7804277159973,479544.38458485145,386796.7844229753,53.658936439651896,0.23086699816689063,0.7829482014595659,5,78.08026848178852
2023-12-17,Tanker,Short-haul,Steam Turbine,Fair,10.924955564915306,2073.6947282449537,803.8932468788263,6.499952834863465,Rough,1353.5547702223594,297949.6392157521,78856.6458525122,64.0790380613702,0.6655857768026667,0.8729327820418755,7,70.58433957309029
2023-12-24,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,12.068045214677706,1625.000689820786,203.50451259723457,9.533687290778467,Rough,1996.6610999644317,228088.59674265605,757141.676698376,34.36297772860755,0.3856556011079809,1.2232866850235928,3,96.544029390792
2023-12-31,Tanker,Short-haul,Diesel,Critical,12.837382586744049,2212.3856125031853,1045.7778731553658,13.258846327225447,Rough,1908.2684721730684,115966.71482022601,960527.2356847522,68.06936801389995,0.22236874482816704,0.8657883888628682,5,98.17216758047573
2024-01-07,Container Ship,Short-haul,Diesel,Critical,21.541553416838916,1097.8258166229484,507.092459008814,5.356472801831503,Calm,1248.0937832509387,445286.5585587327,553051.001373964,29.46760770948608,0.2506588888526875,0.7175564849640212,2,65.91950962233304
2024-01-14,Container Ship,Coastal,Diesel,Good,22.390744275780513,1360.1954164997865,1889.5566805368583,6.713454274607868,Moderate,1499.8812938579358,278292.43779026845,933742.3736285989,58.086760610921935,1.1139779606221867,0.7880167901897442,6,74.94568671093387
2024-01-21,Fish Carrier,Coastal,Diesel,Critical,18.75394507154269,534.7910390678554,1809.7699340727622,5.063586107307954,None,1580.03323968601,126607.2718299176,900331.9057389259,31.199722539868993,0.29246419861291817,0.5953439632389875,2,57.81442103681273
2024-01-28,Fish Carrier,Long-haul,Diesel,Critical,22.53121816041339,994.0679081910376,1324.9184855856663,14.294956218589576,None,1764.394338865245,488014.68392385537,947163.6269496154,20.97410000328972,1.3072239600245084,1.1336193513152544,1,75.01132497756694
2024-02-04,Bulk Carrier,Coastal,Diesel,Good,23.231135453618396,990.9944294934337,872.2901532445106,13.170736694303084,Rough,1282.5998980238862,270078.93090564234,381140.42350362235,49.65033180245,0.21137571945068423,1.3772644626861619,2,81.05425342260342
2024-02-11,Bulk Carrier,Transoceanic,None,Good,23.162549410770104,1031.033142147033,87.19641014835607,9.420664725835596,Rough,509.76616898479523,412974.3854653772,322706.00170080224,71.01174428695461,1.3730630338981766,1.0333737398471237,7,93.48745269523863
2024-02-18,Tanker,Long-haul,Heavy Fuel Oil (HFO),Good,19.37909031926465,2371.6460822183,790.3400978788269,14.350741874089284,Moderate,840.1325966321341,441936.26531808556,467188.38649222103,47.58572060534328,0.39322720465937,1.0192551720690246,4,57.806385552805864
2024-02-25,Bulk Carrier,Long-haul,Diesel,Critical,22.751649189299826,884.8435545219025,203.55300499167467,11.18707772366485,Calm,1790.0782724732287,307688.79930764856,596285.2482537023,32.13771956728699,1.3396695115500583,0.8205510651484368,6,65.32639395843572
2024-03-03,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,22.734309946617362,2261.898651215809,1096.4908975217181,7.143937391658954,Moderate,227.18360636508885,73185.47238979567,622174.5963330695,63.88333769746129,1.0608490712861665,0.5861235628490807,9,94.13759752764285
2024-03-10,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,17.948547375737707,1681.5346010401354,350.46830152037575,11.815473286043655,Rough,348.7009129805779,283127.99503778963,485075.4930352644,16.332844130697346,0.37228490795995095,0.8121143945408169,1,88.33271940134145
2024-03-17,Container Ship,Short-haul,Diesel,Fair,24.381030886384284,1309.6089636591867,842.6011285824479,10.63709572714319,Calm,675.468710115684,80992.0214865041,940714.9638225536,50.65270057098724,1.0712600944706432,1.1825342657136426,8,80.38939229992812
2024-03-24,Container Ship,Coastal,Diesel,Critical,22.059021467092677,2029.9785655867363,1088.0447889274105,11.561657160815537,Calm,1400.8422372848372,47178.504145656305,854895.2523663205,17.37435821676314,0.10850263589151576,1.4788078579031931,4,84.69244478815813
2024-03-31,Bulk Carrier,Coastal,Diesel,Fair,19.016056743699302,1085.7583918824419,294.63756162861864,14.614544914325007,Moderate,1792.5185059657856,385207.54828500544,531928.2148313627,68.36573586122805,1.1151056205580794,1.4406041887484289,2,75.49580648912337
2024-04-07,Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,18.08164831243326,585.1951395152323,72.61347968170176,10.732201191386697,Rough,71.42426981673225,157178.50998359922,264282.76351059356,22.360708113086705,0.1113586477651619,0.5997313333235568,4,84.79452256169972
2024-04-14,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,20.707884502158965,2647.540642102055,190.3658646979656,6.367842676933986,Moderate,1613.4161169058568,311860.0250620617,591649.1918860818,53.043149953343764,1.0891392560099296,0.9893725342505549,3,55.1145300812502
2024-04-21,Container Ship,Short-haul,Diesel,Critical,11.285913444426537,847.7019451349955,1795.9979644704956,6.776042817681343,Moderate,186.57682235983103,407743.5141981927,381948.27601435786,55.75933674177419,1.18352004975845,0.5004943094233006,9,78.00930943091558
2024-04-28,Tanker,Coastal,Steam Turbine,Critical,22.720330723656527,869.2677900888766,210.7479062348271,9.462868232134744,Calm,1886.902145465419,275649.9712448034,332684.1550963229,50.01783573170795,1.3890824187867687,1.3717645334012436,4,73.66370794618244
